Group,Identity,Coverage
groupe200,0.405,0.964
groupe200,0.545,0.987
groupe200,0.393,0.957
groupe200,0.776,0.987
groupe200,0.72,1.0
groupe200,0.76,0.993
groupe200,1.0,1.0
groupe200,0.492,0.901
groupe200,0.226,0.923
groupe200,0.6,0.955
groupe200,0.987,1.0
groupe200,0.167,0.921
groupe200,0.987,1.0
groupe200,0.445,0.949
groupe200,0.518,0.978
groupe200,0.522,0.978
groupe200,0.437,0.938
groupe200,0.292,0.903
groupe200,0.977,0.962
groupe200,0.988,1.0
groupe200,0.411,0.993
groupe200,0.31,0.993
groupe200,0.968,0.937
groupe200,0.916,1.0
groupe200,0.275,0.973
groupe200,0.187,0.935
groupe200,1.0,1.0
groupe200,0.444,0.842
groupe200,0.45,0.96
groupe200,0.444,0.842
groupe200,0.335,0.718
groupe200,0.227,0.7
groupe200,0.231,0.7
groupe200,0.952,0.929
groupe200,0.168,0.711
groupe200,0.995,1.0
groupe200,0.346,0.936
groupe200,0.596,0.958
groupe200,0.993,1.0
groupe200,0.167,0.8
groupe200,0.959,0.912
groupe200,0.172,0.874
groupe200,0.993,0.941
groupe200,0.368,0.989
groupe200,0.27,0.912
groupe200,0.083,0.92
groupe200,0.662,1.0
groupe200,0.69,1.0
groupe200,1.0,1.0
groupe200,0.877,0.973
groupe200,0.295,0.85
groupe200,0.255,0.861
groupe200,0.293,0.663
groupe200,0.508,0.816
groupe200,0.621,0.915
groupe200,0.523,0.816
groupe200,1.0,1.0
groupe200,1.0,1.0
groupe200,0.366,0.872
groupe200,0.139,0.791
groupe200,0.981,0.995
groupe200,0.992,1.0
groupe200,0.408,0.779
groupe200,0.117,0.791
groupe200,0.377,0.855
groupe200,0.975,1.0
groupe200,1.0,1.0
groupe200,0.984,1.0
groupe200,0.356,0.982
groupe200,0.277,0.781
groupe200,0.319,0.826
groupe200,0.309,0.826
groupe200,0.633,0.985
groupe200,0.859,0.998
groupe200,0.993,1.0
groupe200,1.0,1.0
groupe200,0.823,1.0
groupe200,0.468,0.937
groupe200,0.834,1.0
groupe200,0.745,0.976
groupe200,0.763,0.814
groupe200,0.927,1.0
groupe200,0.98,0.997
groupe200,0.967,1.0
groupe200,0.188,0.826
groupe200,0.194,0.83
groupe200,0.459,0.963
groupe200,0.25,0.978
groupe200,0.153,0.874
groupe200,1.0,1.0
groupe200,0.193,0.933
groupe200,0.192,0.93
groupe200,0.48,0.995
groupe200,0.99,1.0
groupe200,0.23,0.828
groupe200,0.134,0.539
groupe200,0.188,0.47
groupe200,0.908,0.822
groupe200,0.287,0.964
groupe200,0.938,0.995
groupe200,1.0,1.0
groupe200,1.0,1.0
groupe200,1.0,1.0
groupe200,0.174,0.745
groupe200,0.43,0.929
groupe200,0.189,0.921
groupe200,0.316,0.789
groupe200,0.516,0.934
groupe200,0.329,0.816
groupe200,0.326,0.842
groupe200,0.485,0.859
groupe200,1.0,1.0
groupe200,0.149,0.543
groupe200,0.315,0.909
groupe200,0.213,0.832
groupe200,0.241,0.873
groupe200,0.889,1.0
groupe200,0.562,0.992
groupe200,0.889,1.0
groupe200,0.605,0.996
groupe200,0.995,1.0
groupe200,0.972,1.0
groupe200,0.149,0.57
groupe200,0.669,1.0
groupe200,0.169,0.843
groupe200,0.491,0.966
groupe200,1.0,1.0
groupe200,1.0,1.0
groupe200,0.507,0.959
groupe200,0.875,0.978
groupe200,0.688,1.0
groupe200,0.231,0.995
groupe200,0.231,0.984
groupe200,0.989,0.939
groupe200,0.128,0.922
groupe200,0.108,0.934
groupe200,0.122,0.887
groupe200,0.988,1.0
groupe200,0.588,0.923
groupe200,0.99,1.0
groupe200,0.51,0.977
groupe200,0.688,0.945
groupe200,0.142,0.694
groupe200,0.109,0.681
groupe200,0.268,0.704
groupe200,0.248,0.976
groupe200,0.162,0.618
groupe200,0.857,0.924
groupe200,0.345,0.917
groupe200,0.776,0.939
groupe200,0.316,0.899
groupe200,0.19,0.871
groupe200,0.097,0.778
groupe200,0.129,0.864
groupe200,0.685,0.967
groupe200,0.187,0.892
groupe200,0.796,0.999
groupe200,0.548,0.982
groupe200,0.998,1.0
groupe200,0.909,1.0
groupe200,1.0,1.0
groupe200,1.0,1.0
groupe200,0.394,0.914
groupe200,0.384,0.919
groupe200,0.498,0.97
groupe200,0.089,0.708
groupe200,0.149,0.836
groupe200,0.162,0.744
groupe200,0.756,0.994
groupe200,0.254,0.76
groupe200,0.749,0.996
groupe200,0.273,0.703
groupe200,0.225,0.983
groupe200,0.418,0.806
groupe200,0.139,0.732
groupe200,0.136,0.585
groupe200,0.066,0.439
groupe200,0.225,0.872
groupe200,0.775,1.0
groupe200,0.197,0.871
groupe200,0.978,1.0
groupe200,0.556,0.94
groupe200,0.519,0.967
groupe200,0.616,0.951
groupe200,0.944,1.0
groupe200,0.204,0.914
groupe200,0.201,0.93
groupe200,0.681,1.0
groupe200,0.617,1.0
groupe200,0.681,1.0
groupe200,0.989,1.0
groupe200,0.443,0.859
groupe200,0.317,0.938
groupe200,0.14,0.86
groupe200,0.993,1.0
groupe200,0.562,0.991
groupe200,0.559,0.976
groupe200,0.809,0.904
groupe200,0.651,0.905
groupe200,0.419,0.94
groupe200,0.446,0.94
groupe200,0.107,0.793
groupe200,0.746,0.986
groupe200,0.912,0.991
groupe200,0.175,0.891
groupe200,0.169,0.901
groupe200,0.145,0.87
groupe200,0.206,0.864
groupe200,0.474,0.946
groupe200,0.477,0.971
groupe200,0.505,0.983
groupe200,1.0,1.0
groupe200,0.604,0.994
groupe200,0.653,0.997
groupe200,0.395,0.953
groupe200,0.556,0.989
groupe200,0.593,0.991
groupe200,0.456,0.976
groupe200,0.129,0.916
groupe200,0.159,0.903
groupe200,0.546,0.989
groupe200,0.995,1.0
groupe200,0.45,0.763
groupe200,0.707,0.904
groupe200,0.629,0.905
groupe200,0.574,0.864
groupe200,0.242,0.94
groupe200,1.0,1.0
groupe200,1.0,0.823
groupe200,0.333,0.825
groupe200,0.418,0.924
groupe200,0.519,0.981
groupe200,0.258,0.823
groupe200,0.158,0.692
groupe200,0.352,0.903
groupe200,0.595,0.953
groupe200,0.997,1.0
groupe200,0.668,0.97
groupe200,1.0,1.0
groupe200,0.211,0.789
groupe200,0.851,0.933
groupe200,0.556,0.977
groupe200,0.697,0.985
groupe200,0.853,1.0
groupe200,0.164,0.821
groupe200,0.439,0.992
groupe200,0.159,0.843
groupe200,0.278,0.9
groupe200,1.0,1.0
groupe200,0.325,0.953
groupe200,1.0,1.0
groupe200,0.306,0.95
groupe200,1.0,1.0
groupe200,0.833,1.0
groupe200,0.681,1.0
groupe200,0.488,0.816
groupe200,1.0,1.0
groupe200,0.471,0.891
groupe100,1.0,1.0
groupe100,0.641,0.994
groupe100,0.805,0.994
groupe100,0.218,0.806
groupe100,0.724,0.946
groupe100,0.609,0.992
groupe100,0.4,0.911
groupe100,0.795,0.832
groupe100,0.403,0.956
groupe100,0.378,0.981
groupe100,1.0,1.0
groupe100,0.42,0.857
groupe100,0.956,1.0
groupe100,1.0,1.0
groupe100,0.63,0.927
groupe100,0.143,0.884
groupe100,0.627,1.0
groupe100,0.278,0.829
groupe100,0.396,0.87
groupe100,1.0,0.996
groupe100,0.936,1.0
groupe100,0.918,0.995
groupe100,0.621,0.98
groupe100,0.076,0.424
groupe100,0.354,0.921
groupe100,0.987,0.987
groupe100,0.213,0.963
groupe100,0.192,0.94
groupe100,0.396,0.949
groupe100,0.679,1.0
groupe100,0.159,0.877
groupe100,0.21,0.827
groupe100,0.997,0.999
groupe100,1.0,1.0
groupe100,1.0,1.0
groupe100,0.394,0.965
groupe100,0.676,0.986
groupe100,0.395,1.0
groupe100,0.44,0.993
groupe100,0.265,0.982
groupe100,0.957,0.989
groupe100,0.978,0.989
groupe100,0.986,1.0
groupe100,0.658,0.956
groupe100,0.667,0.993
groupe100,0.672,1.0
groupe100,0.742,0.976
groupe100,0.273,0.926
groupe100,0.063,0.887
groupe100,0.591,0.867
groupe100,0.62,0.888
groupe100,0.46,0.972
groupe100,0.48,0.972
groupe100,0.195,0.913
groupe100,0.448,0.906
groupe100,0.305,0.884
groupe100,0.809,0.957
groupe100,0.394,0.955
groupe100,0.829,0.977
groupe100,0.813,0.977
groupe100,0.118,0.783
groupe100,0.382,0.916
groupe100,0.342,0.874
groupe100,1.0,1.0
groupe100,0.659,0.986
groupe100,0.556,0.975
groupe100,0.699,0.962
groupe100,0.315,0.586
groupe100,0.417,0.962
groupe100,0.4,0.925
groupe100,0.266,0.969
groupe100,0.299,0.951
groupe100,1.0,1.0
groupe100,0.922,0.994
groupe100,0.843,0.815
groupe100,0.669,0.988
groupe100,0.192,0.935
groupe100,0.15,0.915
groupe100,0.824,0.969
groupe100,0.331,0.794
groupe100,0.47,0.977
groupe100,0.205,0.86
groupe100,0.97,1.0
groupe100,1.0,1.0
groupe100,0.341,0.93
groupe100,1.0,1.0
groupe100,0.258,0.921
groupe100,0.458,0.963
groupe100,0.498,0.899
groupe100,0.245,0.902
groupe100,0.113,0.686
groupe100,0.126,0.757
groupe100,0.211,0.832
groupe100,0.257,0.914
groupe100,0.222,0.931
groupe100,0.857,0.92
groupe100,0.304,0.791
groupe100,0.694,1.0
groupe100,0.78,0.928
groupe100,0.301,0.952
groupe100,0.347,0.809
groupe100,0.374,0.875
groupe100,0.224,0.811
groupe100,0.219,0.869
groupe100,0.202,0.865
groupe100,0.269,0.902
groupe100,0.224,0.839
groupe100,0.214,0.861
groupe100,0.232,0.964
groupe100,0.488,0.987
groupe100,0.309,0.903
groupe100,1.0,1.0
groupe100,0.258,0.957
groupe100,0.246,0.935
groupe100,0.437,0.892
groupe100,0.392,0.947
groupe100,0.533,0.972
groupe100,0.996,0.997
groupe100,0.221,0.907
groupe100,0.276,0.729
groupe100,0.194,0.886
groupe100,0.393,0.981
groupe100,0.34,0.792
groupe100,0.461,0.789
groupe100,0.268,0.902
groupe100,1.0,1.0
groupe100,0.961,1.0
groupe100,0.571,0.938
groupe100,0.245,0.871
groupe100,0.85,0.986
groupe100,1.0,1.0
groupe100,0.782,0.981
groupe100,0.262,0.953
groupe100,1.0,1.0
groupe100,0.875,1.0
groupe100,0.286,0.898
groupe100,0.371,0.964
groupe100,0.626,0.995
groupe100,0.58,0.977
groupe100,0.274,0.599
groupe100,0.244,0.964
groupe100,0.977,1.0
groupe100,0.492,0.987
groupe100,1.0,1.0
groupe100,0.161,0.898
groupe100,0.181,0.691
groupe100,0.076,0.711
groupe100,0.542,0.928
groupe100,0.524,0.964
groupe100,0.5,0.976
groupe100,0.461,0.97
groupe100,1.0,1.0
groupe100,0.99,1.0
groupe100,0.245,0.731
groupe100,0.325,0.91
groupe100,0.149,0.682
groupe100,0.138,0.851
groupe100,0.123,0.646
groupe100,0.282,0.906
groupe100,0.396,0.948
groupe100,0.276,0.731
groupe100,0.342,0.941
groupe100,0.386,0.965
groupe100,0.258,0.959
groupe100,0.19,0.835
groupe100,0.209,0.809
groupe100,0.961,1.0
groupe100,0.135,0.881
groupe100,0.623,1.0
groupe100,0.5,0.991
groupe100,1.0,1.0
groupe100,0.157,0.82
groupe100,0.576,0.95
groupe100,0.217,0.858
groupe100,0.615,0.975
groupe100,0.99,1.0
groupe100,0.955,1.0
groupe100,0.554,0.971
groupe100,0.585,0.971
groupe100,0.937,1.0
groupe100,0.17,0.624
groupe100,0.485,0.915
groupe100,0.853,0.99
groupe100,0.3,0.902
groupe100,0.445,0.86
groupe100,0.455,0.895
groupe100,0.412,0.75
groupe100,0.523,0.962
groupe100,0.447,0.984
groupe100,0.772,0.935
groupe100,0.364,0.874
groupe100,0.555,0.977
groupe100,0.113,0.795
groupe100,0.345,0.782
groupe100,0.185,0.884
groupe100,0.411,0.982
groupe100,0.278,0.834
groupe100,0.277,0.921
groupe100,0.962,0.997
groupe100,0.612,0.997
groupe100,0.4,0.888
groupe100,0.959,1.0
groupe100,1.0,1.0
groupe100,0.734,0.984
groupe100,1.0,1.0
groupe100,0.515,0.929
groupe100,0.31,0.902
groupe100,0.196,0.89
groupe100,0.225,0.705
groupe100,0.981,1.0
groupe100,0.905,0.982
groupe100,1.0,1.0
groupe100,0.203,0.846
groupe100,1.0,0.956
groupe100,0.464,0.963
groupe100,0.579,1.0
groupe100,0.581,1.0
groupe100,0.307,0.676
groupe100,0.369,0.976
groupe100,0.357,0.979
groupe100,0.825,0.99
groupe100,0.107,0.731
groupe100,0.986,0.963
groupe100,0.304,0.929
groupe100,0.135,0.872
groupe100,0.99,1.0
groupe100,0.677,1.0
groupe100,0.453,0.992
groupe100,0.5,0.988
groupe100,0.973,1.0
groupe100,0.626,0.97
groupe100,0.256,0.777
groupe100,0.162,0.806
groupe100,0.186,0.798
groupe100,0.984,1.0
groupe100,0.517,0.978
groupe100,0.966,1.0
groupe100,0.443,0.975
groupe100,1.0,1.0
groupe100,1.0,1.0
groupe100,0.863,0.988
groupe100,1.0,1.0
groupe100,0.739,0.989
groupe100,0.98,1.0
groupe100,0.141,0.821
groupe100,0.139,0.831
groupe100,0.328,0.954
groupe100,0.582,0.945
groupe100,0.454,0.947
groupe100,0.72,0.975
groupe100,0.873,0.991
groupe100,0.818,0.991
groupe100,0.215,0.831
groupe100,0.211,0.658
groupe100,0.247,0.79
groupe100,0.128,0.801
groupe100,0.385,0.848
groupe100,0.457,0.883
groupe100,0.543,0.991
groupe100,0.434,0.967
groupe100,0.328,0.914
groupe100,0.96,1.0
groupe100,0.44,0.84
groupe100,0.44,0.84
groupe100,1.0,1.0
groupe100,0.418,0.908
groupe100,0.902,0.995
groupe100,0.438,0.908
groupe100,0.413,0.847
groupe100,0.457,0.688
groupe100,0.372,0.814
groupe100,0.965,1.0
groupe100,0.655,0.994
groupe100,0.255,0.755
groupe100,0.213,0.833
groupe100,0.559,0.969
groupe100,1.0,1.0
groupe100,0.624,0.989
groupe100,0.714,0.994
groupe100,0.977,0.993
groupe100,0.353,0.92
groupe100,1.0,1.0
groupe100,0.246,0.901
groupe100,0.169,0.876
groupe100,0.213,0.85
groupe100,0.291,0.91
groupe100,0.275,0.966
groupe100,0.216,0.91
groupe100,0.358,0.945
groupe100,1.0,1.0
groupe100,0.494,0.986
groupe100,1.0,0.996
groupe100,0.237,0.841
groupe100,0.3,0.819
groupe100,0.322,0.792
groupe100,0.225,0.889
groupe100,0.407,0.989
groupe100,0.978,1.0
groupe100,0.355,0.957
groupe100,0.2,0.858
groupe100,0.347,0.963
groupe100,0.431,0.892
groupe100,0.706,0.958
groupe100,0.722,0.87
groupe100,0.317,0.86
groupe100,0.653,0.99
groupe100,0.98,0.99
groupe100,0.385,0.81
groupe100,0.341,0.887
groupe100,0.991,1.0
groupe100,0.315,0.867
groupe100,0.965,1.0
groupe100,0.383,0.854
groupe100,0.773,1.0
groupe100,0.27,0.956
groupe100,0.25,0.856
groupe100,0.225,0.85
groupe100,0.541,0.938
groupe100,0.579,0.991
groupe100,0.127,0.795
groupe100,0.19,0.725
groupe100,0.291,0.891
groupe100,0.367,0.893
groupe100,0.231,0.779
groupe100,0.338,0.819
groupe100,0.917,1.0
groupe100,1.0,1.0
groupe100,0.134,0.935
groupe100,0.189,0.83
groupe100,1.0,1.0
groupe100,0.713,1.0
groupe100,1.0,1.0
groupe100,1.0,1.0
groupe100,0.926,0.987
groupe100,0.373,0.88
groupe100,0.255,0.981
groupe100,0.696,1.0
groupe100,0.582,0.909
groupe100,0.283,0.992
groupe100,0.291,0.996
groupe100,0.382,0.872
groupe100,0.192,0.647
groupe100,0.242,0.667
groupe100,0.164,0.807
groupe100,0.29,0.897
groupe100,0.312,0.949
groupe100,0.29,0.928
groupe100,0.382,0.967
groupe100,0.33,0.876
groupe100,0.446,0.869
groupe100,0.234,0.882
groupe100,0.995,1.0
groupe100,0.923,1.0
groupe100,0.405,0.97
groupe100,0.918,0.99
groupe100,0.232,0.901
groupe100,0.442,0.942
groupe100,0.99,0.998
groupe100,0.282,0.96
groupe100,0.362,0.866
groupe100,1.0,0.93
groupe100,0.318,0.978
groupe100,0.282,0.834
groupe100,0.333,0.919
groupe100,0.276,0.824
groupe100,0.585,0.929
groupe100,0.715,0.99
groupe100,0.369,0.972
groupe100,0.28,0.779
groupe100,0.266,0.771
groupe100,0.858,0.971
groupe100,0.215,0.844
groupe100,0.614,0.955
groupe100,0.241,0.764
groupe100,0.973,1.0
groupe100,0.512,0.99
groupe100,0.158,0.926
groupe100,0.31,0.913
groupe100,0.719,0.985
groupe100,0.196,0.89
groupe100,0.214,0.854
groupe100,0.305,0.925
groupe100,0.349,0.779
groupe100,1.0,1.0
groupe100,0.19,0.849
groupe100,0.506,0.984
groupe100,0.317,0.909
groupe100,0.442,0.887
groupe100,0.395,0.961
groupe100,0.39,0.976
groupe100,0.805,0.998
groupe100,0.496,0.992
groupe100,0.165,0.728
groupe100,0.64,0.901
groupe100,0.64,0.882
groupe100,0.931,0.98
groupe100,1.0,1.0
groupe100,0.338,0.989
groupe100,0.658,1.0
groupe100,0.65,0.763
groupe100,0.282,0.952
groupe100,0.372,0.969
groupe100,0.278,0.894
groupe100,0.404,0.967
groupe100,0.52,0.968
groupe100,0.177,0.809
groupe100,0.988,1.0
groupe100,0.349,0.83
groupe100,0.969,0.999
groupe100,0.288,0.869
groupe100,0.39,0.944
groupe100,0.13,0.697
groupe100,0.972,1.0
groupe100,0.302,0.986
groupe100,0.466,0.983
groupe100,0.144,0.728
groupe100,0.149,0.715
groupe100,0.707,1.0
groupe100,0.164,0.792
groupe100,0.341,0.767
groupe100,0.188,0.81
groupe100,1.0,1.0
groupe100,0.875,0.99
groupe100,0.59,0.849
groupe100,0.958,0.906
groupe100,1.0,1.0
groupe100,0.356,0.959
groupe100,0.636,0.993
groupe100,0.862,0.958
groupe100,0.117,0.464
groupe100,0.77,0.992
groupe100,0.087,0.657
groupe100,0.488,0.934
groupe100,0.414,0.887
groupe100,0.243,0.773
groupe100,0.321,0.843
groupe100,0.085,0.695
groupe100,0.112,0.694
groupe100,0.941,0.994
groupe100,0.355,0.839
groupe100,1.0,1.0
groupe100,0.916,1.0
groupe100,0.209,0.903
groupe100,0.219,0.908
groupe100,0.429,0.979
groupe100,0.27,0.781
groupe100,0.194,0.838
groupe100,0.272,0.797
groupe100,0.784,1.0
groupe100,0.432,1.0
groupe100,1.0,1.0
groupe100,0.325,0.905
groupe100,0.647,0.98
groupe100,0.364,0.925
groupe100,0.234,0.935
groupe100,0.167,0.922
groupe100,0.994,1.0
groupe100,0.618,0.988
groupe100,0.477,0.758
groupe100,0.99,0.898
groupe100,0.092,0.869
groupe100,0.388,0.848
groupe100,1.0,1.0
groupe100,0.576,0.95
groupe100,0.191,0.908
groupe100,0.267,0.76
groupe100,0.165,0.899
groupe100,0.98,0.856
groupe100,0.248,0.751
groupe100,0.439,0.788
groupe100,0.37,0.976
groupe100,0.159,0.847
groupe100,0.169,0.833
groupe100,0.786,1.0
groupe100,0.803,1.0
groupe100,0.15,0.888
groupe100,0.144,0.861
groupe100,0.5,0.958
groupe100,0.974,1.0
groupe100,0.953,0.901
groupe100,0.276,0.813
groupe100,0.387,0.972
groupe100,0.093,0.883
groupe100,0.447,0.904
groupe100,0.421,0.89
groupe100,0.387,0.966
groupe100,0.98,1.0
groupe100,0.819,0.989
groupe100,0.306,0.844
groupe100,0.313,0.758
groupe100,0.886,0.941
groupe100,0.089,0.764
groupe100,1.0,1.0
groupe100,0.944,0.848
groupe100,0.101,0.665
groupe100,0.311,0.973
groupe100,0.226,0.874
groupe100,0.364,0.936
groupe100,1.0,1.0
groupe100,0.203,0.914
groupe100,0.141,0.707
groupe100,0.526,0.974
groupe100,0.526,0.974
groupe100,0.304,0.869
groupe100,0.778,0.991
groupe100,0.815,0.998
groupe100,0.306,0.944
groupe100,0.984,1.0
groupe100,0.225,0.786
groupe100,0.203,0.848
groupe100,0.809,0.959
groupe100,0.278,0.95
groupe100,0.548,0.971
groupe100,0.234,0.964
groupe100,0.502,0.901
groupe100,0.329,0.921
groupe100,0.165,0.824
groupe100,0.202,0.795
groupe100,0.607,0.992
groupe100,0.955,1.0
groupe100,0.734,0.985
groupe100,0.295,0.846
groupe100,0.919,1.0
groupe100,0.96,0.99
groupe100,0.179,0.929
groupe100,1.0,1.0
groupe100,0.229,0.834
groupe100,0.743,1.0
groupe100,0.241,0.882
groupe100,0.985,1.0
groupe100,0.199,0.953
groupe100,0.333,0.819
groupe100,0.5,0.826
groupe100,0.281,0.961
groupe100,0.119,0.712
groupe100,0.249,0.822
groupe100,0.174,0.764
groupe100,0.35,0.991
groupe100,0.235,0.929
groupe100,0.995,1.0
groupe100,0.451,0.959
groupe100,0.339,0.943
groupe100,0.483,0.988
groupe100,0.885,1.0
groupe100,0.275,0.875
groupe100,0.276,0.854
groupe100,0.31,0.914
groupe100,0.279,0.93
groupe100,0.596,0.991
groupe100,0.847,0.995
groupe100,0.19,0.956
groupe100,0.438,0.983
groupe100,0.333,0.747
groupe100,0.231,0.901
groupe100,0.223,0.944
groupe100,1.0,1.0
groupe100,0.125,0.852
groupe100,0.951,1.0
groupe100,0.212,0.775
groupe100,0.489,0.933
groupe100,0.978,1.0
groupe100,0.347,0.936
groupe100,0.658,1.0
groupe100,1.0,1.0
groupe100,0.271,0.843
groupe100,0.182,0.79
groupe100,0.484,0.97
groupe100,0.721,0.957
groupe100,0.989,1.0
groupe100,0.94,1.0
groupe100,0.34,0.974
groupe100,0.734,0.944
groupe100,0.404,0.892
groupe100,0.149,0.876
groupe100,0.106,0.82
groupe100,1.0,1.0
groupe100,1.0,1.0
groupe100,0.29,0.85
groupe100,0.568,0.97
groupe100,0.477,0.958
groupe100,0.243,0.949
groupe100,0.236,0.921
groupe100,0.179,0.799
groupe100,0.301,0.857
groupe100,0.398,0.948
groupe100,0.312,0.881
groupe100,1.0,1.0
groupe100,1.0,1.0
groupe100,0.244,0.87
groupe100,0.25,0.827
groupe100,0.905,1.0
groupe100,0.958,1.0
groupe100,1.0,0.899
groupe100,0.909,0.899
groupe100,1.0,1.0
groupe100,0.354,0.927
groupe100,0.778,0.982
groupe100,0.973,1.0
groupe100,0.16,0.901
groupe100,0.4,0.912
groupe100,0.828,1.0
groupe100,1.0,1.0
groupe100,1.0,1.0
groupe100,1.0,1.0
groupe100,1.0,1.0
groupe100,1.0,1.0
groupe100,0.997,1.0
groupe100,1.0,0.909
groupe100,0.711,0.912
groupe100,0.115,0.844
groupe100,0.835,1.0
groupe100,0.271,0.96
groupe100,0.344,0.985
groupe100,0.948,0.933
groupe100,0.708,0.994
groupe100,0.2,0.837
groupe100,0.989,0.975
groupe100,0.869,1.0
groupe100,0.191,0.943
groupe100,0.496,0.982
groupe100,0.522,0.941
groupe100,0.141,0.721
groupe100,0.827,0.996
groupe100,0.105,0.709
groupe100,0.171,0.845
groupe100,0.29,0.935
groupe100,1.0,1.0
groupe100,0.603,0.973
groupe100,0.986,0.993
groupe100,0.272,0.841
groupe100,0.265,0.841
groupe100,0.207,0.906
groupe100,1.0,1.0
groupe100,0.975,0.907
groupe100,0.271,0.698
groupe100,1.0,1.0
groupe100,0.291,0.772
groupe100,0.357,0.965
groupe100,0.188,0.952
groupe100,0.865,1.0
groupe100,0.366,0.839
groupe100,0.228,0.842
groupe100,0.206,0.821
groupe100,0.551,0.997
groupe100,0.333,0.892
groupe100,0.931,1.0
groupe100,0.998,1.0
groupe100,0.116,0.778
groupe100,0.24,0.939
groupe100,0.984,0.921
groupe100,0.75,0.999
groupe100,0.985,0.993
groupe100,0.974,1.0
groupe100,0.544,1.0
groupe100,0.337,0.959
groupe100,0.354,0.724
groupe100,0.675,0.935
groupe100,0.97,0.961
groupe100,0.449,0.965
groupe100,0.973,1.0
groupe100,0.12,0.673
groupe100,0.804,0.96
groupe100,0.6,0.982
groupe100,0.466,0.987
groupe100,0.171,0.864
groupe100,0.21,0.734
groupe100,1.0,1.0
groupe100,0.319,0.94
groupe100,0.212,0.934
groupe100,1.0,1.0
groupe100,0.338,0.91
groupe100,0.301,0.936
groupe100,0.74,0.993
groupe100,0.453,0.997
groupe100,0.328,0.881
groupe100,0.491,0.949
groupe100,0.534,0.98
groupe100,0.213,0.892
groupe100,0.941,0.966
groupe100,0.996,1.0
groupe100,1.0,1.0
groupe100,0.206,0.852
groupe100,1.0,1.0
groupe100,0.396,0.989
groupe100,0.14,0.846
groupe100,0.118,0.889
groupe100,0.47,0.944
groupe100,0.926,1.0
groupe100,0.985,1.0
groupe100,0.236,0.825
groupe100,0.354,0.819
groupe100,1.0,1.0
groupe100,0.219,0.943
groupe100,0.208,0.719
groupe100,0.707,0.953
groupe100,0.868,1.0
groupe100,0.99,1.0
groupe100,0.218,0.983
groupe100,0.231,0.761
groupe100,0.511,0.938
groupe100,0.695,0.978
groupe100,0.413,0.944
groupe100,0.226,0.861
groupe100,0.983,1.0
groupe100,0.52,0.721
groupe100,0.222,0.916
groupe100,0.228,0.917
groupe100,0.455,0.867
groupe100,0.153,0.899
groupe100,0.219,0.893
groupe100,0.263,0.994
groupe100,0.138,0.71
groupe100,0.992,1.0
groupe100,0.234,0.888
groupe100,0.858,1.0
groupe100,0.94,1.0
groupe100,1.0,1.0
groupe100,0.128,0.761
groupe100,0.905,1.0
groupe100,0.328,0.879
groupe100,0.563,0.996
groupe100,0.752,1.0
groupe100,0.94,1.0
groupe100,0.174,0.931
groupe100,0.437,0.942
groupe100,0.281,0.892
groupe100,1.0,1.0
groupe100,0.991,1.0
groupe100,0.691,0.988
groupe100,1.0,1.0
groupe100,0.17,0.796
groupe100,0.882,1.0
groupe100,1.0,1.0
groupe100,0.389,0.989
groupe100,1.0,1.0
groupe100,0.206,0.857
groupe100,0.949,1.0
groupe100,0.919,1.0
groupe100,1.0,1.0
groupe100,1.0,1.0
groupe100,0.194,0.941
groupe100,0.85,1.0
groupe100,0.115,0.815
groupe100,0.337,0.837
groupe100,0.301,0.937
groupe100,0.13,0.577
groupe100,0.689,0.989
groupe100,0.307,0.987
groupe100,0.708,0.992
groupe100,0.645,1.0
groupe100,0.645,1.0
groupe100,0.218,0.852
groupe100,0.488,0.988
groupe100,0.5,0.935
groupe100,0.979,1.0
groupe100,0.159,0.873
groupe100,0.306,0.933
groupe100,0.632,0.892
groupe100,0.352,0.77
groupe100,0.659,1.0
groupe100,1.0,1.0
groupe100,0.977,1.0
groupe100,0.957,1.0
groupe100,0.475,0.988
groupe100,0.653,0.983
groupe100,0.197,0.957
groupe100,1.0,1.0
groupe100,0.069,0.601
groupe100,0.19,0.947
groupe100,0.315,0.984
groupe100,0.246,0.932
groupe100,0.102,0.504
groupe100,0.107,0.595
groupe100,0.306,0.927
groupe100,1.0,1.0
groupe100,0.909,0.949
groupe100,0.253,0.927
groupe100,0.994,1.0
groupe100,0.841,0.87
groupe100,0.988,1.0
groupe100,1.0,1.0
groupe100,0.197,0.835
groupe100,0.956,1.0
groupe100,0.297,0.952
groupe100,0.428,0.97
groupe100,0.959,1.0
groupe100,0.309,0.936
groupe100,0.69,0.903
groupe100,0.439,0.833
groupe100,0.908,0.987
groupe100,0.837,0.863
groupe100,0.405,0.945
groupe100,0.196,0.937
groupe100,0.999,1.0
groupe100,0.195,0.815
groupe100,0.174,0.952
groupe100,0.944,1.0
groupe100,0.86,1.0
groupe100,0.217,0.888
groupe100,0.966,1.0
groupe100,0.237,0.931
groupe100,0.278,0.939
groupe100,0.802,0.997
groupe100,0.159,0.847
groupe100,0.19,0.786
groupe100,0.997,1.0
groupe100,0.155,0.932
groupe100,0.489,0.957
groupe100,0.423,0.906
groupe100,0.879,0.918
groupe100,0.842,0.998
groupe100,0.4,0.954
groupe100,0.96,0.99
groupe100,0.381,0.847
groupe100,0.183,0.907
groupe100,0.208,0.828
groupe100,0.285,0.925
groupe100,0.178,0.816
